company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Games2win Media,Ad Network,Apps,Mumbai,Maharashtra,Games2win Media is a global publisher of casual mobile games.,400034,$1M to $10M,"Jan 1, 2007",games2winmedia.com/,2,Alok Kejriwal,101-250,3,Late Stage Venture,"Mar 15, 2013","$ 20,00,000.00",Series C,"$ 1,30,00,000.00",Nexus Venture Partners,Silicon Valley Bank,ICICI Venture,Clearstone Venture Partners,,4
HelpingDoc,Health Care,Hospital,New Delhi,Delhi,HelpingDoc provides a gateway solution for healthcare providers to connect with their patients.,—,$1M to $10M,2011,www.helpingdoc.com,1,Amit Bansal,Nov-50,2,Early Stage Venture,"Aug 7, 2014","$ 15,00,000.00",Series A,"$ 16,55,680.00",Senior Marketing Systems,,,,,1
StarAgri,Agriculture,,Mumbai,Maharashtra,StarAgri is focused on empowering farmers both small and large - so that they gain more from their harvests.,400 053,$1M to $10M,2006,www.staragri.com/,3,Amit Khandelwal,501-1000,1,Private Equity,"Feb 23, 2012","$ 3,00,00,000.00",Private Equity,"$ 3,00,00,000.00",IDFC Private Equity,,,,,1
Ignis Careers,E-Learning,,Hyderabad,Andhra Pradesh,Ignis Careers is caters towards solving these challenges by offering an ancillary curriculum to Affordable Schools.,500004,—,2007,igniscareers.com,1,Rennis Joseph,Nov-50,2,Seed,"Jan 30, 2019","$ 1,50,000.00",Seed,"$ 4,00,000.00",Acumen,Gray Matters Capital,,,,2
QED,Education,Training,Chennai,Tamil Nadu,QED provides science education in India.,600018,$10M to $50M,2007,qedquest.com,2,Chokanath Hymavathy,51-100,1,Early Stage Venture,"Mar 24, 2014","$ 9,41,697.00",Series A,"$ 9,41,697.00",The Chennai Angels,Lok Capital,,,,2
Stay Simple Resorts,Hospitality,Leisure,Bangalore,Karnataka,"\Stay Simple is India's first \""\""value for money\""\"" chain of leisure resorts.\""",—,$1M to $10M,2009,www.staysimple.in/,4,Gopalkrishna Kulkarni,51-100,1,Seed,"Dec 10, 2015","$ 7,48,666.00",Angel,"$ 7,48,666.00",Sudhir Sethi,Praveen Someshwar,Shalini Sethi,,,3
workat.in,Advertising,Consulting,Chennai,Tamil Nadu,Gig Discovery Platform | Distributed Network Of Gig Workers,—,—,"Mar 4, 2009",workat.in/,1,Raghuram Gopalchaari,Nov-50,2,Seed,"Sep 1, 2022","$ 7,00,000.00",Seed,"$ 7,50,000.00",Quess Corp,,,,,1
TRIMED,Child Care,Elder Care,Chennai,Tamil Nadu,Modern Healthcare With Ancient Wisdom,600018,$10M to $50M,2011,www.trimedtherapy.com,3,Ennapadam Krishnamoorthy,Nov-50,2,Seed,"Apr 22, 2016","$ 3,00,000.00",Angel,"$ 4,50,000.00",,,,,,—
BlackLight Studio Works,Android,iOS,Noida,Uttar Pradesh,BlackLight Studio Works brings classic multiplayer games such as cards and word-based games.,201301,—,2011,www.blacklightsw.com/,1,Shruti Sarraf,Nov-50,2,Seed,"Nov 3, 2023",—,Seed,—,Google for Startups,Kratos Studios,Polygon Ventures,Udyat Ventures,Manish Agarwal,6
Transformative Learning Solutions,Digital Marketing,Health Care,Delhi,Delhi,Transformative Learning Solutions brings to life intellectual heritage.,110025,—,2010,www.transformative.in/index.php,1,Rishav Chopra,51-100,1,Seed,"Apr 18, 2016",—,Seed,—,Singapore Angel Network,,,,,1
TBO Group,B2B,Professional Services,Gurgaon,Haryana,TBO Group is a multinational corporation proudly offers wide range of travel services to clients and agents worldwide.,122016,—,2006,www.tbo-group.com/,2,Ankush Nijhawan,501-1000,1,M&A,"Sep 1, 2018",—,Venture - Series Unknown,—,Affirma Capital,,,,,1
DEXL Education,Education,,Jaipur,Rajasthan,"DEXL Education, an institute that prepares students for examinations such as the IIT-JEE at all levels",302020,$1M to $10M,2008,dexled.com/,1,P.K. Sharma,Nov-50,1,Seed,"Jan 1, 2019","$ 10,00,000.00",Angel,"$ 10,00,000.00",Mumbai Angels,,,,,1
Spire Innovations Inc.,Analytics,Artificial Intelligence (AI),Bangalore,Karnataka,Spire is an unique domain intelligence technology based AI platform that generates contextual meaning out of unstructured text.,560095,$1M to $10M,2008,spire.Ai,1,Saurabh Jain,51-100,2,Early Stage Venture,"Dec 11, 2013","$ 80,00,000.00",Series A,"$ 90,00,000.00",,,,,,—
Minglebox,E-Learning,Education,Bangalore,Karnataka,"Minglebox is an India-based education network offering content on colleges, courses, exams, admissions and higher education news.",560102,Less than $1M,2006,www.minglebox.com,2,Kavita Iyer,51-100,1,Early Stage Venture,"May 1, 2007","$ 70,00,000.00",Series A,"$ 70,00,000.00",Sequoia Capital,,,,,1
Jombay,Analytics,Business Development,Pune,Maharashtra,Jombay is a Talent Retention & Analytics company.,411045,—,2010,products.jombay.com,2,Mohit Gundecha,Nov-50,1,M&A,"Oct 27, 2015",—,Venture - Series Unknown,—,Ventureworks India,,,,,1
TSS Consultancy,Computer,Financial Services,Mumbai,Maharashtra,"TSS Consultancy is a technology solutions provider for the banks, stock exchanges, stock brokers, and other financial institutions.",400013,$1M to $10M,2007,www.trackwizz.com/,—,,101-250,1,—,"Sep 11, 2023",—,Venture - Series Unknown,—,Westbridge Capital,,,,,1
Yebhi,Apparel,E-Commerce,Gurgaon,Haryana,"India’s leading Online Shopping site for Shoes, Apparels, Accessories, Home, Mobiles & More.",122001,$100M to $500M,2010,yebhi.com/,3,Amar Singh,501-1000,4,M&A,"Apr 25, 2013","$ 1,20,00,000.00",Venture - Series Unknown,"$ 4,11,89,080.00",Eight Roads Ventures,Nexus Venture Partners,Qualcomm Ventures,Catamaran,,4
Aura Semiconductor,Electronics,Manufacturing,Bengaluru,Karnataka,Aura is a fabless semiconductor company innovating high performance IC products for IoT Radios.,560103,—,2010,www.aurasemi.com/Home/Index,1,Srinath Sridharan,01-Oct,1,Early Stage Venture,"Oct 25, 2016",—,Series A,—,Celesta Capital,Walden Riverwood Ventures,,,,2
Ivy Health and Life Sciences,Health Care,Hospital,Mohali,Punjab,Ivy Hospital is a health care facility with a modern diagnostic centre providing medical care at affordable cost in India.,160071,$500M to $1B,2007,ivyhospital.com,1,Gurtej Singh,51-100,2,M&A,"Jun 22, 2015",—,Venture - Series Unknown,"$ 1,21,00,000.00",KFW DEG,,,,,1
Bitla Software Pvt Ltd,Hospitality,Logistics,Bangalore,Karnataka,"Bitla is Building Successful Businesses in Travel, Logistics, Hospitality & Bus travel metasearch",560095,$1M to $10M,"Jun 29, 2007",www.bitlasoft.com,1,Dasharatham Bitla,101-250,1,—,"Jul 26, 2018",—,Venture - Series Unknown,—,MakeMyTrip.com,,,,,1
Leixir Group,Dental,Medical Device,Gurgaon,Haryana,Leixir Group is a partnership of a growing international group of full-service state-of-the-art dental laboratories.,—,—,2011,www.leixir.com/,1,Harmeet S. Bindra,501-1000,2,Private Equity,"Apr 8, 2021",—,Private Equity,—,Comvest Partners,Stakeboat Capital,,,,2
mydala.com,Advertising,Coupons,Delhi,Delhi,Leading Indian online marketing platform,110020,—,"Nov 29, 2009",www.mydala.com,3,Anisha Singh,251-500,3,—,"Jun 16, 2015",—,Venture - Series Unknown,"$ 62,00,000.00",Brand Capital,,,,,1
REConnect Energy,Energy,Renewable Energy,Bangalore,Karnataka,REConnect Energy is transforming energy markets through digital energy solutions.,560008,—,2010,www.reconnectenergy.com/,2,Vibhav Nuwal,101-250,1,—,"Mar 1, 2014",—,Venture - Series Unknown,—,Infuse Ventures,,,,,1
Mom Junction,Baby,Health Care,Madhapur,Andhra Pradesh,Mom Junction is a website that gives advice on all things about pregnancy and parenting.,500081,Less than $1M,Aug-06,www.momjunction.com,1,Sangram Simha,01-Oct,1,Early Stage Venture,"Jan 5, 2007","$ 15,00,000.00",Series A,"$ 15,00,000.00",,,,,,—
DS-MAX Properties,Real Estate,,Bangalore,Karnataka,"DS-MAX Properties is an award-winning real estate development firm, based in Bangalore.",560 043,$1M to $10M,2011,www.dsmaxproperties.com/,1,K. V. Satish,101-250,1,—,"Apr 1, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Aegon Life Insurance,Asset Management,Financial Services,Mumbai,Maharashtra,"AEGON is an international provider of life insurance, pensions and asset management, Religare, holding company",400063,—,2007,www.aegonlife.com/,—,,5001-10000,1,M&A,"May 26, 2008",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Quatrro,Outsourcing,,Gurgaon,Haryana,Quatrro is a global services company offering business and knowledge processing services.,122015,—,2006,www.quatrro.com,1,Raman Roy,5001-10000,2,Private Equity,"Oct 9, 2019",—,Private Equity,"$ 1,30,00,000.00",Walden International,Trivest Partners,Veronis Suhler Stevenson,,,3
Ananya Finance for Inclusive Growth Pvt. Ltd.,Financial Services,,Ahmedabad,Gujarat,Ananya Finance for Inclusive Growth Pvt. Ltd. is a Financial Services company.,380001,$1M to $10M,2009,ananyafinance.com,—,,01-Oct,1,Early Stage Venture,"Nov 5, 2013","$ 30,00,000.00",Series A,"$ 30,00,000.00",IDBI Bank,WWB Isis Fund,,,,2
Loylty Rewardz Management,Advertising,,Mumbai,Maharashtra,Loylty Rewardz Management is a customer loyalty and relationship management company based in India.,400059,—,2006,www.loylty.com,1,Bijai Jayarajan,251-500,2,—,"Oct 3, 2011","$ 44,00,000.00",Venture - Series Unknown,"$ 56,92,967.00",VenturEast,Argonaut Private Equity,Canaan Partners,eYantra Industries,,4
Alma Connect,Association,Communities,New Delhi,Delhi,To connect you to your Alma Matter.,110016,—,2011,www.almaconnect.com/,1,Swapnil Khandelwal,01-Oct,2,Seed,"Feb 18, 2016",—,Seed,"$ 2,50,000.00",3one4 Capital,IIMA Ventures,Mohandas Pai,Ixora Ventures,Dharmendra Yashovardhan,7
Forus Health,Health Care,Medical,Bangalore,Karnataka,Forus Health is a provider of preventive healthcare services to eradicate avoidable blindness.,560070,Less than $1M,2010,forushealth.com,3,K. Chandrasekhar,51-100,2,Early Stage Venture,"Jan 9, 2014","$ 84,00,000.00",Series B,"$ 1,34,00,000.00",Accel,Chiratae Ventures,Asian Healthcare Fund,,,3
MEDALL,Health Care,Health Diagnostics,Chennai,Tamil Nadu,MEDALL is an India-based medical diagnostic services distributor that offers its users with pathology and radiology services.,600032,—,2008,www.medall.in/,1,Raju Venkataraman,251-500,1,Private Equity,"Aug 4, 2009","$ 2,00,00,000.00",Private Equity,"$ 2,00,00,000.00",Peepul Capital LLC,,,,,1
U2opia Mobile,Apps,Mobile,Gurgaon,Haryana,U2opia Mobile is a global provider of mobile applications enabling ubiquitous and customized access to the social internet.,122002,$1M to $10M,2010,www.u2opiamobile.com,2,Ankit Nautiyal,101-250,1,Early Stage Venture,"Sep 29, 2011",—,Series A,—,Omidyar Network,Matrix Partners India,,,,2
Ujjeewan Healthcare,Health Care,Medical,Raniganj,West Bengal,Ujjeewan Healthcare is a pharmaceutical company that offers healthcare services to families.,—,—,"Jan 1, 2010",www.ujjeewanhealthcare.com/,1,Manish Kumar Saraf,01-Oct,1,Seed,"Sep 8, 2014","₹ 30,00,000.00",Pre-Seed,"₹ 30,00,000.00",Villgro,,,,,1
Gupshup Mumbai,Artificial Intelligence (AI),Chatbot,Mumbai,Maharashtra,Gupshup enables better customer engagement through conversational messaging.,—,—,May-06,enterprise.smsgupshup.com/,1,Dr Milind R Agarwal,—,1,—,"Nov 20, 2021",—,Venture - Series Unknown,—,SquareOne Capital,,,,,1
Transaction Solutions International (India) Pvt Ltd,Electronics,Information Services,Delhi,Delhi,"TSI India specializes in providing solutions in the Payments, Electronic Surveillance and Managed Services space.",110020,—,2005,tsiplc.com/,1,mohnish kumar,251-500,1,Private Equity,"Nov 30, 2012","$ 2,20,00,000.00",Private Equity,"$ 2,20,00,000.00",CX Partners,,,,,1
Campus Activewear,E-Commerce,Fashion,Delhi,India,Campus Activewear is an Indian casual sports and footwear brand.,110041,—,2006,www.campusshoes.com,1,TPG Growth,Nov-50,1,Private Equity,"Aug 31, 2017",—,Private Equity,—,QRG Enterprises,,Sports,,,2
Hummingbird,Agriculture,AgTech,Mumbai,Maharashtra,Hummingbird is an AgTech startup that offers information solutions to the agribusiness industry.,400 077,—,2007,hummingbird.in,2,Ravishankar Mantha,Nov-50,2,Seed,"Aug 1, 2017","$ 1,56,019.00",Angel,"$ 2,05,825.00",,,,,,—
First Energy,Energy,Environmental Consulting,Pune,Maharashtra,First Energy is a renewables energy and environment consulting company.,—,—,"Jan 1, 2009",firstenergy.in/,1,Mahesh Yagnaraman,51-100,1,Seed,"Sep 1, 2011","₹ 1,00,00,000.00",Pre-Seed,"₹ 1,00,00,000.00",Villgro,,,,,1
Smartairtrip,Tourism,Travel,Delhi,Delhi,Smartairtrip.com company offers exclusive deals to travel agents with rich airline and hotel content,110092,$1M to $10M,2011,smartairtrip.com/,—,,01-Oct,1,—,"Feb 23, 2015","$ 1,00,00,000.00",Venture - Series Unknown,"$ 1,00,00,000.00",,,,,,—
LabourNet,Social Media,,Bangalore,Karnataka,LabourNet is a social enterprise improving the lives of workers & their customers.,560078,—,2008,www.labournet.in/,1,Gayathri Vasudevan,501-1000,1,Seed,"Dec 18, 2013",—,Seed,—,Acumen,Michael & Susan Dell Foundation,,,,2
Leap Green Energy,Energy,Energy Management,Coimbatore,Tamil Nadu,Leap Green Energy is a multifaceted power generation company.,—,$1M to $10M,"Jan 1, 2010",www.leapgreenenergy.com/,4,Dev Anand Vijayan,51-100,2,Private Equity,"Sep 1, 2011","₹ 2,00,00,00,000.00",Private Equity,"₹ 3,00,00,00,000.00",JP Morgan Chase,,,,,1
Atlanta Healthcare,Consumer Electronics,Health Care,New Delhi,Delhi,"India’s leading Air Purifiers built with unique, multi-stage Air Filtration Technology.",110018,$1M to $10M,2010,www.atlantahealthcare.in,1,PK Jain,Nov-50,1,Seed,"Jan 8, 2016","$ 4,00,000.00",Seed,"$ 4,00,000.00",Amit Choudhary,Govind Rajan,,,,2
Ziqitza Health Care,Health Care,Social Entrepreneurship,Mumbai,Maharashtra,Ziqitza Health Care provides emergency medical services in urban centers of India.,400013,$1M to $10M,"Mar 11, 2005",www.zhl.org.in/,5,Manish Sacheti,5001-10000,3,Early Stage Venture,"Mar 26, 2010","$ 42,50,000.00",Series B,"$ 72,50,000.00",Acumen,,,,,1
KisanKraft,Agriculture,Farming,Bangalore,Karnataka,"KisanKraft is a manufacturer, designer, importer and distributor of affordable farm equipment suited to the needs of farmers.",560 024,—,Aug-05,www.kisankraft.com/,—,,51-100,1,Seed,"Jan 1, 2006","$ 40,000.00",Angel,"$ 40,000.00",kathleen moore,charle moore,,,,2
Ampere Vehicles,Electric Vehicle,Manufacturing,Coimbatore,Tamil Nadu,Ampere  designs and manufactures electric vehicles.,641 402,$10M to $50M,2008,www.amperevehicles.com/,1,Hemalatha Annamalai,51-100,2,M&A,"Jul 8, 2015",—,Venture - Series Unknown,"₹ 20,00,00,000.00",Axon Partners Group,Forum Synergies,Ratan Tata,,,3
Vayavya Labs,Automotive,Electronic Design Automation (EDA),Belgaum,Karnataka,"Vayavya Labs is an Embedded Software Tools & Solutions company. Catering to the domains of Semiconductor, Automotive & Communications.",590011,$10M to $50M,"Jul 1, 2006",vayavyalabs.com/,4,Parag Naik,51-100,2,M&A,"Jul 1, 2011","$ 10,00,000.00",Angel,"$ 13,30,000.00",Indian Angel Network,Nitin Singhal,,,,2
Xcode Life Sciences,Bioinformatics,Biotechnology,Chennai,Tamil Nadu,Xcode is a personal genomics company specializing in preventative healthcare.,600034,$1M to $10M,2010,www.xcode.in/,3,Abdur Rub,Nov-50,2,Seed,"Aug 2, 2016",—,Seed,"$ 1,70,000.00",RoundGlass Partners,Shead Holdings,,,,2
ATG Informatics,Information Services,Information Technology,Hyderabad,Andhra Pradesh,ATG Informatics provide world class end-to-end technical services to our clients.,—,—,2010,atginformatics.com/index1.html,1,Anil Eravathri,101-250,2,Seed,"May 27, 2016","$ 55,000.00",Angel,"$ 4,91,000.00",Nagalakshmi Sajja,Manjula Reddy,,,,2
360 ONE Wealth,Financial Services,Lending,Mumbai,Maharashtra,"360 ONE Wealth is a wealth management firm that specializes in lending solutions, investment products, and estate planning services.",—,$100M to $500M,2008,iiflwealth.com,—,,501-1000,1,Private Equity,"Mar 31, 2022",—,Private Equity,—,Bain Capital,,,,,1
GreenDust,E-Commerce,Information Technology,Delhi,Delhi,We provides branded Refurbished Products,110030,$100M to $500M,"Oct 1, 2008",www.greendust.com,1,Hitendra Chaturvedi,501-1000,3,Late Stage Venture,"Sep 20, 2013","$ 1,00,00,000.00",Series C,"$ 5,00,00,000.00",Vertex Ventures,Kleiner Perkins,Vertex Ventures Southeast Asia & India,Lightbox,Reliance Venture Asset Management,6
Mindgate,Information Technology,Software,Mumbai,Maharashtra,"Mindgate has been associated with Microsoft and has developed expertise in providing solutions using Azure, BizTalk.",400078,—,2008,mindgate.in,2,George Sam,101-250,1,—,"Jun 3, 2019",—,Venture - Series Unknown,—,Dragonfly Financial Technologies,,,,,1
CMR,Manufacturing,Mining,New Delhi,Delhi,CMR is a producer of aluminum and zinc die-casting alloys.,—,$10M to $50M,"Jan 1, 2006",www.cmr.co.in/,2,Gauri Shankar Agarwala,101-250,2,Private Equity,"Nov 7, 2013","$ 1,40,00,000.00",Private Equity,"$ 1,95,83,775.00",IFCI Venture Capital Funds,AIF Capital,,,,2
Ubona Technologies,Information and Communications Technology (ICT),Information Services,Bangalore,Karnataka,Ubona Technologies is a telephone speech recognition technology provider.,—,—,"Jan 1, 2008",www.ubona.com,4,Giridhar Shanbhag,Nov-50,1,Early Stage Venture,"Aug 11, 2008",—,Series A,—,Capital18,,,,,1
Medica Superspecialty Hospital,Emergency Medicine,Health Care,Kolkata,West Bengal,Medica Superspecialty Hospital is a healthcare chain managed several multispecialty and super specialty healthcare facilities.,700099,—,2010,www.medicahospitals.in,2,Ayanabh DebGupta,501-1000,1,Private Equity,"Dec 19, 2013",—,Private Equity,—,Quadria Capital,KFW DEG,Swedfund International,,,3
Babyoye,Child Care,E-Commerce,Mumbai,Maharashtra,"Babyoye is an e-commerce store providing pregnancy, infant-care, and mother-care products and services in India.",—,$10M to $50M,"Jun 1, 2010",www.babyoye.com,2,Arunima Singhdeo,251-500,3,M&A,"Apr 12, 2013","$ 1,20,00,000.00",Venture - Series Unknown,"$ 1,45,00,000.00",Accel,Tiger Global Management,Helion Venture Partners,Karisma Kapoor,,4
Moonraft Innovation Labs,Innovation Management,Market Research,Bangalore,Karnataka,Global Design & Customer Experience firm helping organizations deliver impactful and differentiated digital experiences,560102,$10M to $50M,2009,www.moonraft.com,2,Somakumar Kolathur,101-250,1,—,"Dec 1, 2017",—,Venture - Series Unknown,—,Target Accelerators,,,,,1
Awaaz.De,Communications Infrastructure,Internet,Ahmedabad,Gujarat,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,380006,—,2010,awaaz.de/,3,Neil Patel,Nov-50,2,Seed,"Feb 13, 2018",—,Angel,—,IIMA Ventures,Paula Mariwala,Pravin Gandhi,Samir Shah,Samir Shah,9
Cloudchain Technologies,,,Karimnagar,Andhra Pradesh,Cloudchain Technologies is a technology company ready to change the Indian landscape with IOT sensors and connected world.,505001,—,2011,www.chaintechnologies.in/,—,,01-Oct,1,Seed,"Mar 1, 2021","$ 15,000.00",Pre-Seed,"$ 15,000.00",Shiva Lukka,,,,,1
SureWaves,Advertising,Advertising Platforms,Bangalore,Karnataka,SureWaves is a digital media company in the field of cloud computing technology providing solutions to the creative and ad agencies.,560 047,—,"Sep 1, 2006",surewaves.com,3,Anant Kansal,51-100,3,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 79,42,419.00",Accel,InnoVen Capital,Canaan Partners,,,3
Saholic.com,Consumer Electronics,E-Commerce,Noida,Uttar Pradesh,"Saholic.com is a shopping portal for mobile phones, tablets, laptops and accessories.",201301,$1M to $10M,2010,www.saholic.com/,1,Dilip Modi,Nov-50,2,—,"Aug 22, 2016",—,Venture - Series Unknown,—,D.Phone,Spice Global,,,,2
Seeders,Banking,Crowdfunding,Kolkata,West Bengal,Seeders is an investment company focusing on seed funding for tech startups in India.,700 091,$1M to $10M,2009,www.seeders.in,2,Abhishek Rungta,01-Oct,1,Seed,"Sep 1, 2017",—,Seed,—,,,,,,—
Luminous Water Technologies,Consumer,Consumer Goods,Gurgaon,Haryana,Livpure is focused on delivering superior water and air purification solutions for home and commercial use.,122016,Less than $1M,2011,www.livpure.in,2,Richie Saraswat,5001-10000,1,Private Equity,"Dec 1, 2014",—,Private Equity,—,Multiples,,,,,1
Siesta Hospitality,Hospitality,Hotel,Bengaluru,Karnataka,Siesta Hospitality is a hospitality services company.,—,—,"Jan 1, 2006",www.siestaindia.com/,1,Ashok Chattaraj,251-500,1,—,"Oct 29, 2009","$ 1,00,00,000.00",Venture - Series Unknown,"$ 1,00,00,000.00",Matrix Partners India,,,,,1
iWeb Technology Solutions Pvt.Ltd.,Computer,EdTech,Mumbai,Maharashtra,"iWeb Technology Solutions offers a suite of enterprise applications on the Cloud specializing in the Edtech, Retail & Manufacturing domains.",400093,Less than $1M,"Apr 22, 2005",www.iweb.ltd,4,AKSHAY SHAH,Nov-50,2,Seed,"Mar 17, 2022",—,Seed,—,SOSV,Orbit Startups,Chinaccelerator,,,3
CoCubes.com,Career Planning,EdTech,Gurgaon,Haryana,CoCubes offers a campus hiring and student engagement platform that helps Indian students build careers.,122018,$10M to $50M,"Aug 1, 2007",www.cocubes.com/home.aspx,2,Harpreet Singh Grover,51-100,1,M&A,"May 1, 2009",—,Angel,—,Ojas Venture Partners,NS Raghavan,,,,2
People Matters,Communities,Human Resources,Gurgaon,Haryana,People Matters is Asia’s largest and leading community platform for talent professionals in the arena of people and work.,122009,—,2009,www.peoplematters.in/,1,Ester Martinez,101-250,1,M&A,"May 8, 2012","₹ 4,00,00,000.00",Seed,"₹ 4,00,00,000.00",HR Fund,,,,,1
Global Talent Track,Corporate Training,EdTech,Pune,Maharashtra,"Global Talent Track (GTT) is a path breaking global educational initiative and corporate training solutions company, set up by some of the",411014,—,2008,www.gttconnect.com,2,Sandeep Kishore,251-500,1,—,"Jan 14, 2009",—,Venture - Series Unknown,—,Intel Capital,Helion Venture Partners,,,,2
PriceBurp,Coupons,E-Commerce,Mumbai,Maharashtra,Save money with the latest free discount coupons and coupon codes & offers updated daily for the India's leading online stores & merchants,400057,—,"Mar 10, 2010",priceburp.com/,1,Nirav Dave,01-Oct,1,M&A,"Oct 20, 2014","$ 1,00,000.00",Seed,"$ 1,00,000.00",Bright Ventures,,,,,1
Apalya Technologies,Content,Digital Media,Hyderabad,Andhra Pradesh,"Apalya enables OTT services through its proprietary OTT platform, 'myplex', handling custom deployments and end-to-end platform management",500033,$1M to $10M,2005,www.apalya.com/,2,Shiva Bayyapunedi,101-250,5,M&A,"Jan 1, 2019",—,Venture - Series Unknown,"$ 1,90,00,000.00",Cisco,Qualcomm Ventures,Kalaari Capital,Mumbai Angels,InnoVen Capital,7
Techzenure,Information Technology,Professional Services,Hyderabad,Andhra Pradesh,"Techzenure is a professional services company with offices in US, UK, India & Singapore. We are specialized in IT management and consulting.",500084,—,"Dec 28, 2007",www.techzenure.com/,—,,101-250,1,Seed,"Sep 9, 2023",—,Seed,—,,,,,,—
CRIF High Mark Credit Information Services,Credit Bureau,Finance,Mumbai,Maharashtra,"CRIF High Mark Credit Information Services provides credit information, business information, analytics, scoring, and credit management.",400070,—,2005,www.crifhighmark.com/,1,Anil Pandya,101-250,1,Seed,"Feb 13, 2009","$ 10,00,000.00",Seed,"$ 10,00,000.00",Battery Ventures,,,,,1
ApnaPaisa,Credit,Finance,Mumbai,Maharashtra,"ApnaPaisa is a leading fintech platform for all your financial needs like loans, cards & investments and offers you the best deals on loans.",400 064,$1M to $10M,2007,apnapaisa.com,2,Harsh Roongta,Nov-50,2,M&A,"Dec 1, 2007","$ 1,50,00,000.00",Series B,"$ 1,72,00,000.00",Sequoia Capital,Intel Capital,Chrys Capital,JAFCO Asia,,4
FarmERP,Agriculture,Analytics,Pune,Maharashtra,FarmERP is smart agriculture ERP Platform for improving productivity  & profitability of agribusiness.,411009,$1M to $10M,"Jul 10, 2006",www.farmerp.com/,2,Sanjay Borkar,Nov-50,1,Early Stage Venture,"Dec 30, 2019",—,Series A,—,TechnoGen,,,,,1
Process 9,E-Commerce,Information Services,Gurgaon,Haryana,Process Nine is a software company,122016,—,2010,www.process9.com/,1,Rakesh Kapoor,51-100,1,Seed,"Apr 1, 2016",—,Seed,—,Indian Angel Network,Saurabh Srivastava,Ajai Chowdhry,Nitin Jain,,4
cFIRST,Employee Benefits,Human Resources,Bengaluru,Karnataka,cFIRST is a digital and global background screening service company.,—,$10M to $50M,"Jan 1, 2006",www.cfirst.io/,—,,251-500,1,—,"Nov 1, 2009","₹ 60,00,000.00",Venture - Series Unknown,"₹ 60,00,000.00",Vora Ventures,,,,,1
Eventjini,Event Management,Events,Chennai,Tamil Nadu,Eventjini is an event management and administration software company.,600031,$1M to $10M,2011,www.eventjini.com/,1,Sandilya Venkatesh,01-Oct,2,Private Equity,"Sep 26, 2016",—,Private Equity,"$ 1,30,000.00",Procam International,,,,,1
Baashyaam,Real Estate,,Chennai,Tamil Nadu,Baashyaam has been defining its growth into one of the most esteemed real estate companies.,600 017,—,2007,www.bashyamgroup.com,1,Bashyam Yuvaraj,Nov-50,1,—,"Jan 25, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
YLG Salon,Beauty,E-Commerce,Bangalore,Karnataka,YLG Salon is a beauty destination in India that offers professional beauty services.,560008,$1M to $10M,2009,www.ylgindia.com/,2,Rahul Bhalchandra,501-1000,2,Early Stage Venture,"May 23, 2012",—,Series B,—,Everstone,Helion Venture Partners,,,,2
iauro,Consulting,Generative AI,Pune,Maharashtra,"Iauro systems Pvt. Ltd. contributes to the software solutions ecosystem and builds solutions in DevOps, Microservices and Design Thinking.",411016,$1M to $10M,"Feb 1, 2009",www.iauro.com,2,Anupam Kulkarni,51-100,1,—,"Sep 21, 2017",—,Venture - Series Unknown,—,Speciale Invest,,,,,1
Olympia Group,Home Improvement,Property Development,Chennai,Tamil Nadu,"Olympia Group is a real estate developer emphasizing on quality, detailing, design, and craftsmanship.",600 032,$1M to $10M,Jul-04,www.olympiagroup.in,—,,501-1000,1,—,"Jan 20, 2016",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Bharat Light and Power Group,Biomass Energy,Energy,Gurgaon,Haryana,"Bharat Light and Power Private Limited operates solar, bio mass, hydro and gas power generation facilities in India.",122002,$1M to $10M,2010,www.blp.co.in/,1,Tejpreet Chopra,51-100,3,Private Equity,"Jan 23, 2013","₹ 2,00,00,00,000.00",Private Equity,"$ 5,26,23,900.00",VenturEast,DFJ Element,,,,2
Bigscal Technologies Pvt Ltd.,Big Data,Information Technology,Surat,Gujarat,Bigscal is a software development outsourcing company that specializes in affordable custom software development.,395006,$1M to $10M,"Dec 1, 2010",www.bigscal.com,2,Hemant Patel,101-250,1,Seed,"Feb 13, 2016",—,Seed,—,,,,,,—
9X Media Pvt. Ltd.,Animation,Media and Entertainment,Mumbai,Maharashtra,9X Media is a Music Broadcaster opertaing 5 music television channels.,400 072,—,2007,www.9xmedia.in/,1,Pradeep Guha,251-500,1,M&A,"Aug 1, 2007",—,Private Equity,—,New Silk Route,,,,,1
e2E RAIL,Construction,Infrastructure,Bangalore,Karnataka,"e2E RAIL a rail services company, provides engineering solutions for freight, urban, and mainline transport providers in india.",560 064,$10M to $50M,2010,etoerail.com,1,Sreenivasa Rao Ganapa,Nov-50,2,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 60,00,000.00",VenturEast,Zephyr Management,Samridhi Fund,,,3
