Company,Funding Round,Amount,Date,RupeesAmount
Hyperhire,Seed,—,"Aug 31, 2019",0
Theranautilus Private Limited,Pre-Seed,"$100,000","Apr 1, 2021",7500000
LegalMind,Pre-Seed,"₹5,000,000","Nov 28, 2020",5000000
Salesrobot,Pre-Seed,"$100,000","Mar 4, 2017",7500000
Hyperhire,Seed,"$200,000","May 30, 2019",15000000
Boon,Venture - Series Unknown,"$16,000,000","Feb 10, 2021",1200000000
Eugenie AI,Pre-Seed,"$2,000,000","Apr 5, 2021",150000000
True Balance,Series D,"$28,000,000","Nov 18, 2020",2100000000
P.T.S ( Proweb Tech Solution ),Series B,"$50,000,000","May 5, 2019",3750000000
P.T.S ( Proweb Tech Solution ),Series A,"$10,000,000","Apr 1, 2018",750000000
P.T.S ( Proweb Tech Solution ),Series C,"$30,000,000","Apr 10, 2021",2250000000
SMATSUITE,Convertible Note,"$28,771","May 23, 2018",2157825
Log 9 Materials,Series A,"$5,000,000","Aug 9, 2021",375000000
AQRL,Pre-Seed,"₹125,000","Oct 10, 2021",125000
LivQuik,Seed,"$1,600,000","Jul 17, 2015",120000000
BBETTER,Pre-Seed,"₹24,500,000","Nov 27, 2019",24500000
LQI,Angel,—,"Jan 1, 2019",0
Azure Power,Post-IPO Debt,"₹2,000,000,000","Oct 19, 2017",2000000000
MYSUN,Debt Financing,"₹150,000,000","Jul 20, 2021",150000000
SuperBottoms,Series A,"₹140,000,000","Apr 7, 2021",140000000
Ezetap,Series C,"$23,500,000","Aug 7, 2015",1762500000
Corseco Technologies Private Limited,Seed,—,"Jul 5, 2016",0
Nanak Properties,Venture - Series Unknown,—,"Oct 1, 2008",0
Langhar,Seed,"$20,000","Feb 1, 2013",1500000
NeuroOne,Seed,"$1,200,000","Mar 14, 2017",90000000
Skymet Weather,Series B,"$770,000","Jun 1, 2014",57750000
House of God,Venture - Series Unknown,—,"Jan 1, 2019",0
GMR Group,Debt Financing,"₹20,000,000,000","Jan 10, 2020",20000000000
Shopkirana,Seed,—,"Dec 23, 2016",0
CarterX,Angel,—,"Apr 26, 2019",0
Cityfurnish,Seed,—,"Jul 12, 2016",0
Meddiff Technologies,Non-equity Assistance,—,"Dec 8, 2016",0
Veera Health,Pre-Seed,—,"Mar 22, 2021",0
Questbook,Pre-Seed,"$625,000","Oct 1, 2020",46875000
Krayon Pictures,Venture - Series Unknown,"₹30,000,000","Mar 1, 2008",30000000
Artheon Electronics,Private Equity,—,"Mar 1, 2010",0
PACE Hospitals,Angel,"$1,680,000","Mar 13, 2017",126000000
StyleCracker,Seed,"$1,000,000","Sep 1, 2015",75000000
Supreme Industries,Post-IPO Equity,"₹1,024,400,000","Apr 1, 2010",1024400000
FTL Techsys Pvt. Ltd.,Funding Round,—,"Jan 5, 2018",0
Fabrik by Augtual Reality Labs,Non-equity Assistance,—,"Jun 1, 2018",0
Binks,Seed,"$150,000","Aug 19, 2019",11250000
ProEves,Seed,"₹36,000,000","Jan 16, 2020",36000000
Vanity Wagon,Seed,"$200,000","Jan 6, 2021",15000000
THEMELOCK.ONLINE,Grant,"$75,000","Jun 3, 2018",5625000
Masai School,Seed,—,"Sep 19, 2019",0
COITOR IT Tech,Angel,—,"Jun 1, 2014",0
LiveNutriFit,Seed,—,"Feb 5, 2016",0
Pristech,Seed,—,"Jan 18, 2017",0
Foaps,Pre-Seed,"$32,000","Jul 3, 2019",2400000
Tryolo,Pre-Seed,—,"Sep 20, 2018",0
InterviewBit,Seed,"$1,500,000","Apr 19, 2019",112500000
United Bank,Venture - Series Unknown,"$26,300,000","Apr 4, 2019",1972500000
Absolute,Series A,"$12,600,000","Aug 18, 2021",945000000
MobiKwik,Convertible Note,"₹240,000,000","Dec 18, 2018",240000000
Grab,Seed,"$1,000,000","Apr 27, 2015",75000000
Clovia,Seed,—,"Jan 1, 2013",0
Go Colors,Venture - Series Unknown,—,"Jan 28, 2015",0
BEN & GAWS,Venture - Series Unknown,—,"Jan 1, 2019",0
NewsReach India,Non-equity Assistance,—,"May 6, 2020",0
Mech Mocha,Seed,"$750,000","Dec 23, 2015",56250000
Multiplayr,Pre-Seed,—,"Nov 1, 2021",0
KOOH Sports,Series D,"$2,000,000","Dec 18, 2015",150000000
Sprng Energy,Private Equity,"₹29,643,000,000","Mar 1, 2017",29643000000
Big Bang Boom Solutions,Grant,"₹15,000,000","Apr 3, 2019",15000000
CARS24,Private Equity,"₹3,117,200,000","Nov 6, 2019",3117200000
Claro Energy,Debt Financing,"$1,000,000","Feb 9, 2015",75000000
BigCat Wireless,Corporate Round,"₹225,000,000","Jan 29, 2020",225000000
PosterGully,Angel,"$160,000","Jun 8, 2015",12000000
Signzy,Non-equity Assistance,—,"Mar 3, 2021",0
Myelin Foundry,Seed,"$1,000,000","May 12, 2021",75000000
Invincible Publishers,Pre-Seed,"$700,000","Sep 10, 2021",52500000
Skilancer Solar,Seed,—,"May 27, 2019",0
Customer360,Venture - Series Unknown,—,"May 6, 2015",0
Healofy,Grant,"$40,000","Oct 23, 2016",3000000
One Way Cab,Angel,"$450,000","Jun 14, 2016",33750000
VoxWeb,Seed,"$100,000","Aug 14, 2015",7500000
LEAP India,Debt Financing,"₹250,000,000","May 2, 2018",250000000
Nua,Series A,"$4,500,000","Mar 12, 2019",337500000
DLF Ltd,Post-IPO Equity,—,"Mar 1, 2009",0
OneBreath,Grant,"$150,000","May 6, 2013",11250000
Mamaearth,Series A,"$4,000,000","Sep 10, 2018",300000000
Vgulp,Seed,"$250,000","Dec 31, 2013",18750000
Printvenue,Venture - Series Unknown,"$4,500,000","Jan 29, 2015",337500000
FundTonic,Corporate Round,—,"Mar 1, 2018",0
Ace Creative Learning,Venture - Series Unknown,"$3,000,000","Oct 12, 2012",225000000
WinZO,Debt Financing,"$9,500,000","Apr 9, 2021",712500000
Bharat Light and Power Group,Venture - Series Unknown,"$6,100,000","Jul 5, 2011",457500000
OT - Marketplace,Angel,"$175,000","Jan 10, 2021",13125000
The Crimson Canvas,Pre-Seed,"$50,000","Jul 1, 2019",3750000
Hansel.io,Seed,—,"Feb 1, 2016",0
SEWA Bank,Private Equity,"$10,000,000","Jan 4, 2011",750000000
Keito,Seed,"$160,000","Jan 13, 2020",12000000
Happiesta,Seed,"₹5,000,000","Aug 12, 2015",5000000
Motor Chronicles,Angel,"₹3,500,000","Jul 15, 2015",3500000
Serona Health,Non-equity Assistance,—,"Jun 1, 2012",0
Bodhi Health Education,Seed,—,"Aug 23, 2014",0
BOGATCHI CHOCOLATES,Seed,—,"Dec 1, 2015",0
ElmarQR,Seed,"MX$25,000,000","May 17, 2019",1875000000
Supreme Industries,Post-IPO Equity,"₹344,700,000","Jun 1, 2012",344700000
Heckyl,Seed,"$1,000,000","Jan 1, 2012",75000000
The Label Corp,Venture - Series Unknown,"$3,000,000","Feb 26, 2013",225000000
Orbo.ai,Seed,—,"Jun 6, 2018",0
Netmeds,Series A,"$50,000,000","Oct 26, 2015",3750000000
flipitmoney,Seed,"$2,500,000","Apr 1, 2021",187500000
ServX,Seed,—,"Jan 10, 2017",0
WayCool,Series A,"$3,843,140","Mar 31, 2018",288235500
HealthnMe,Non-equity Assistance,—,"Feb 1, 2017",0
ExtraaEdge,Angel,"$135,000","Jun 8, 2016",10125000
Jubi,Seed,—,"Jul 5, 2018",0
Findmeashoe,Venture - Series Unknown,—,"Jan 1, 2019",0
Servify,Series C,"$11,400,000","Jun 9, 2020",855000000
WayCool,Series C,"$20,000,000","Apr 1, 2021",1500000000
iWeb Technology Solutions Pvt.Ltd.,Seed,—,"Apr 1, 2013",0
Toolyt,Funding Round,—,"Jul 5, 2018",0
raksan,Venture - Series Unknown,"$2,000,000","Jun 1, 2016",150000000
AjnaLens,Angel,"$1,200,000","Apr 1, 2018",90000000
Holachef,Series A,"$1,950,000","Jul 8, 2016",146250000
Akasa Labs,Venture - Series Unknown,—,"Jan 1, 2019",0
Grameen Capital,Series A,"$10,000,000","Mar 25, 2015",750000000
CSC Grameen eStore,Corporate Round,—,"Sep 28, 2021",0
Safe Harvest,Seed,"$250,000","Aug 29, 2013",18750000
24 Mantra Organic,Series A,"$1,669,970","Jun 1, 2013",125247750
Ripra Clothing,Pre-Seed,—,"May 13, 2020",0
WholeMark,Seed,—,"Nov 1, 2021",0
Coutloot,Seed,"$40,000","Dec 1, 2016",3000000
sRide,Angel,"$1,000,000","Aug 12, 2016",75000000
Aagaar,Angel,—,"Jun 1, 2015",0
Quizbee,Pre-Seed,—,"Sep 15, 2021",0
Fitterfly,Series A,"$3,100,000","Apr 21, 2021",232500000
SuperK,Seed,"₹60,000,000","Apr 15, 2021",60000000
Oliva Clinic,Angel,"$1,120,000","Dec 18, 2018",84000000
Planet11 eCommerce Solutions India (Avenue11),Corporate Round,"₹260,000,000","Sep 20, 2018",260000000
RentoMojo,Series C,"₹770,000,000","May 10, 2019",770000000
Mobile2win,Venture - Series Unknown,—,"Jan 1, 2003",0
Bluemoon Consultancy Services Pvt Ltd,Seed,"₹12,000,000","Mar 7, 2011",12000000
Southern Asiana Industrials Private Limited,Angel,"SGD192,000","Apr 18, 2016",14400000
Tao Automation,Seed,—,"Nov 22, 2017",0
Realty Compass,Angel,—,"Nov 27, 2013",0
Country Delight,Series A,"$1,532,790","Mar 23, 2018",114959250
SpringWit,Seed,"$120,000","Aug 19, 2014",9000000
go4fresh,Seed,—,"Jan 1, 2019",0
Asset Reconstruction Company (India) Ltd.,Secondary Market,—,"Nov 12, 2018",0
Anveshan,Seed,—,"Sep 20, 2020",0
SICCA Automation,Grant,"₹1,000,000","Aug 12, 2017",1000000
Varaha Studio,Grant,—,"Feb 11, 2020",0
hubergroup,Post-IPO Equity,"₹690,000,000","Oct 1, 2005",690000000
Akiva Superfoods,Angel,"$215,000","Aug 27, 2018",16125000
Life Circle Health Services,Seed,"$150,000","May 12, 2016",11250000
SwitchOn,Seed,"$1,000,000","Jun 17, 2019",75000000
Secure Blink,Pre-Seed,"$25,000","Jun 14, 2021",1875000
Arzoo.com,Venture - Series Unknown,—,"Apr 13, 2012",0
Rebound,Seed,"$30,000","May 14, 2015",2250000
Giftology,Seed,—,"Jan 31, 2013",0
